lat,lon,degree
25.788715872154626,-80.20355898410689,4
25.81240912466921,-80.20591132308142,4
26.081942068724075,-80.1685805826618,4
26.1203727901271,-80.34473825709861,3
27.507841,-99.50353,3
27.507841,-99.50353,3
27.507841,-99.50353,3
27.507841,-99.50353,3
27.583174139642217,-82.51445065087303,3
27.766951426131055,-82.65785218408145,3
27.777162694135097,-82.65919593057477,3
27.865112800057116,-97.62253388122981,3
27.9644295436013,-82.45243913699066,3
27.9644295436013,-82.45243913699066,3
28.001970584589145,-82.32685332307365,4
28.001970584589145,-82.32685332307365,4
28.166531088400003,-82.39481838747699,3
28.166531088400003,-82.39481838747699,3
29.15530651531529,-81.0754869011262,4
29.316867978695107,-98.60849625118395,4
29.329414594289204,-98.41590350417171,4
29.395032414714766,-98.47824185862943,4
29.395032414714766,-98.47824185862943,4
29.396079,-98.51121800013328,3
29.42877326180127,-98.50085958264135,3
29.42877326180127,-98.50085958264135,3
29.435921681261693,-98.39009359611786,4
29.43892563798301,-98.47826284396982,3
29.43892563798301,-98.47826284396982,3
29.473111380914396,-98.4053077610618,3
29.501371367979427,-98.5491133810005,4
29.501371367979427,-98.5491133810005,4
29.521638924136642,-98.39464731775954,4
29.526505596558756,-98.39326697615586,3
29.697223065282593,-95.28878415389795,4
29.697223065282593,-95.28878415389795,4
29.770617926401346,-95.36540892203826,4
29.775569723046647,-95.26403554096336,4
29.775569723046647,-95.26403554096336,4
29.780610849019013,-95.45385470647555,4
29.780610849019013,-95.45385470647555,4
29.808244961297326,-95.33612297825185,3
29.808244961297326,-95.33612297825185,3
29.814093939804447,-95.37549510989291,4
29.814093939804447,-95.37549510989291,4
29.992092997447887,-90.04919295018918,3
29.992092997447887,-90.04919295018918,3
29.99602200475583,-90.12543414809863,3
30.007761685395852,-90.29857095589753,3
30.05988596257583,-89.93924558822061,4
30.05988596257583,-89.93924558822061,4
30.08514349726544,-90.43039569650703,3
30.166580793833795,-81.55467585804342,4
30.166580793833795,-81.55467585804342,4
30.225395352219067,-93.30739769815663,3
30.24529247460929,-93.15641139264353,3
30.259404946838764,-92.01566919239671,3
30.26660281714159,-82.75416328081033,4
30.26660281714159,-82.75416328081033,4
30.305868699920666,-89.74026689967133,4
30.31511385981383,-81.76909749109362,4
30.31511385981383,-81.76909749109362,4
30.321458361404456,-81.68125227179557,3
30.419662535530595,-91.12136991380845,3
30.439057091594556,-91.1822347836343,3
30.453219795053947,-88.89619336937307,4
30.459387376093026,-81.64936627281818,4
30.478892299087555,-90.48891299631981,4
30.503373569399688,-87.22998862203129,3
30.503373569399688,-87.22998862203129,3
30.62688118929549,-88.11658041324971,3
30.75322196896728,-88.09462013290968,3
31.087103481817525,-104.05603237402917,3
31.675250867014487,-106.33701444679596,4
31.675250867014487,-106.33701444679596,4
31.675250867014487,-106.33701444679596,4
31.7775449475043,-106.44245558834211,3
31.7775449475043,-106.44245558834211,3
32.05500896420115,-97.09327615370945,3
32.0706349998626,-81.13516800005107,4
32.0706349998626,-81.13516800005107,4
32.074097000014,-81.24587000038605,4
32.074097000014,-81.24587000038605,4
32.19578779026522,-110.9779902256518,3
32.25878477983094,-106.73106036959695,3
32.25878477983094,-106.73106036959695,3
32.275094698593655,-90.20572425648247,3
32.275094698593655,-90.20572425648247,3
32.275094698593655,-90.20572425648247,3
32.276443206223156,-90.17721472242363,3
32.290013982830374,-90.24940176492494,3
32.34400026365912,-88.76661889393222,3
32.34400026365912,-88.76661889393222,3
32.366656228230326,-86.32214801369396,3
32.41286776588045,-90.148167219302,3
32.496607363178114,-93.75955060479117,3
32.542542,-117.028353,3
32.542542,-117.028353,3
32.552562,-116.939162,3
32.53916499072647,-93.6316076721664,3
32.54639374896297,-117.03580980730163,3
32.54639374896297,-117.03580980730163,3
32.642193929451324,-96.82332799432231,4
32.642193929451324,-96.82332799432231,4
32.642193929451324,-96.82332799432231,4
32.66171490171944,-96.72660608206333,4
32.66171490171944,-96.72660608206333,4
32.66639856389182,-97.24132776740339,3
32.66695811877246,-97.32047955259179,4
32.686650624065024,-97.46412957440306,3
32.699194237565344,-96.62767969526494,3
32.721357055305745,-97.56991235190821,3
32.738214807769936,-97.48140736978914,4
32.74672520547774,-97.319554295109,4
32.754944221749746,-83.71011639570492,3
32.754944221749746,-83.71011639570492,3
