lat,lon,degree
14.899600000385265,-92.24508900035751,3
14.913910999720196,-92.25610899956214,3
15.135979000135418,-92.44777199988631,3
15.141260999807715,-92.45996399960109,3
15.145682999626185,-92.44728599963952,4
15.157620999663528,-92.49615100037961,3
15.173696999643356,-92.54165600012317,3
15.355719000378885,-92.24699200043855,3
15.367704999701328,-92.24173099990912,3
15.374222999873735,-92.7554369995727,3
15.41870799966285,-92.84069900025527,3
15.45896899995612,-92.89737999973735,3
15.657201999620062,-93.15236900029534,3
15.68315700020084,-92.00446900013003,3
15.688252000366655,-93.20426100014942,3
15.691730999751972,-93.20153100023805,3
15.703707000330006,-93.21856699983242,3
15.730353999687951,-96.47447299991539,4
15.731559999710747,-96.48094500041472,3
15.742477999795327,-93.29260199982451,3
15.761172999788219,-96.46503500040144,3
15.86175500019344,-97.06721900000746,3
15.861794999887591,-97.06702300018888,3
15.864157999927288,-97.07323299984908,3
15.867565000089941,-97.08003699971113,3
15.871884000032885,-97.09193899989599,3
15.875480000331802,-97.07737999959468,3
15.916239000208813,-95.80957399999585,3
15.96482999976894,-95.72834599997928,3
15.99032800032089,-95.67552299963948,3
16.01078499994959,-97.43686500006342,3
16.057976999805092,-93.7380870002194,3
16.104974999599573,-93.77760700043365,3
16.12966299968461,-92.06331600035722,3
16.133218999848296,-91.55953399955607,3
16.151110999868468,-95.28396199994944,3
16.162961999730705,-95.20631199959098,3
16.163342999989617,-95.22022099961396,3
16.16342500025502,-95.21525899973358,3
16.180677999586013,-95.22780899964863,3
16.196655000159335,-95.20182099988881,3
16.216001000410937,-95.20679299981492,3
16.218133000158957,-93.86342400006168,3
16.223306999754723,-93.9299070000041,3
16.22936499974935,-93.90879900010889,3
16.231706000091116,-92.13259100013528,3
16.233609000224842,-93.87764000023132,3
16.283963999942667,-97.82963699972335,3
16.284598000244284,-97.83272099963706,3
16.29875000017301,-94.18694000021013,3
16.302674999643482,-94.1850449996267,3
16.303390000230422,-94.18597199991446,3
16.32460099991933,-95.23919500034776,3
16.3313310003996,-98.0311529996632,3
16.33304999960836,-95.27962799970777,4
16.339079999698637,-98.04725000017255,3
16.342348000169064,-98.05493199991855,3
16.34539499973465,-98.04415100019023,3
16.35080400010549,-94.19100499993995,3
16.357001000292623,-98.07494099999685,3
16.36560400030968,-98.24960600036152,3
16.37171400013218,-94.18044299959641,3
16.37810399963176,-98.09257300034122,3
16.413269999818024,-95.07745399999199,3
16.44610200009234,-95.02521300015846,3
16.47044200037103,-95.03304200021758,3
16.47884599982298,-95.03941900028234,3
16.494918999618005,-95.04814200011894,3
16.504698999789404,-95.06397500013932,3
16.51709600030323,-96.73653699959874,3
16.545489000309786,-95.08543399966382,3
16.545864000304615,-94.95170000039818,3
16.549563999911726,-94.94591199961405,3
16.55192600034553,-94.94958399988182,3
16.55415000003455,-94.61190500016554,3
16.559349000400758,-96.73299800029868,3
16.58499499970045,-94.94343299977285,3
16.599155000199005,-96.73840899971762,3
16.622130000116126,-98.6428659999181,3
16.63279999983466,-98.6253309996581,3
16.666030000010263,-92.56693500005342,3
16.681229000187084,-93.01720900007633,3
16.7078399997102,-93.00290699969298,3
16.71921599989538,-93.01844699981041,3
16.730019999674138,-92.65943599989289,3
16.732113999793725,-92.6541479995993,3
16.73477800023104,-93.04787699968423,3
16.735407000037373,-93.11940799972075,3
16.735625999776722,-93.01732299987916,3
16.743424000119873,-93.07211000039935,4
16.746805000193124,-93.14192999997546,3
16.751698000071432,-93.33699400040577,3
16.753681999809718,-93.1162290002708,4
16.75500500003078,-93.14230300024435,4
16.75730499987362,-93.16262600014204,3
16.75967199968379,-92.9446160000328,3
16.76532500003813,-93.3128340003839,3
16.76808100033866,-93.38153800042467,3
16.76929900012211,-93.19498199974582,3
16.770699999823258,-93.1128130000961,3
16.771343999847687,-93.38887500038918,3
16.775823999959595,-93.17372900008564,3
16.77589600017593,-93.17308700020322,3
16.862272999827905,-99.80890800006567,3
16.886836999573887,-99.83873600032275,3
16.909919000109337,-96.72610599967477,3
16.91857100009534,-96.39930599959611,3
16.918614999754077,-96.39742900035266,3
16.920270000315043,-99.81590199989851,3
16.924604999774644,-96.32715500031678,3
16.925111999991692,-96.70009100015076,3
16.928056999682344,-99.8026930003826,3
16.930124000378076,-96.70374400015196,3
16.93087300002548,-96.25761500022483,3
16.93890199957836,-96.4409060003417,3
16.96176800022491,-99.97695299979299,3
16.97008600006002,-96.70603700022032,3
16.971423000146157,-96.70633500014615,3
16.976104000325805,-99.81157600005278,3
16.995990999826123,-96.7793249998497,3
17.00127700013008,-96.7398210004273,3
17.02007499988049,-96.74707100035319,3
17.021334999734545,-96.71080099973399,3
17.023032999830125,-96.73015899970905,3
17.024656999727988,-96.73532599962884,3
17.025044000141754,-96.70991299980427,3
17.026380999923944,-96.07835600022584,3
17.036342000290063,-96.61531899991296,3
17.037703999767718,-96.7286489999884,4
17.050632999903684,-96.726508000256,3
17.05601200011894,-96.660294999752,4
17.05657499985642,-96.66230199959011,3
17.058150999682795,-96.65827000037054,3
17.06033299993481,-96.66202200010594,3
17.06556800009235,-96.67988600025389,3
17.078573999636085,-96.74704899971356,3
17.07972000030782,-96.7445539999788,3
17.101984999984662,-96.75972800039835,3
17.122446000017295,-96.76441099972116,3
17.13715200037742,-95.06201699980672,3
17.148133000018483,-96.78008999975577,3
17.15261500003908,-97.89096699998969,3
17.17740900025126,-97.77943500041332,3
17.2086190000231,-100.7311070001549,3
17.211972000009006,-100.77622899958382,3
17.25721799961907,-92.05092200007776,3
17.28524800036665,-96.90300200018352,3
17.32812700035519,-96.48900299990436,3
17.34976399964921,-93.58671200038857,3
17.351184000093802,-93.56016999971153,3
17.41172600024333,-91.87001000024298,3
17.444220999713323,-91.96305900025357,3
17.446063000260157,-95.42712299975669,3
17.45577900007983,-98.00252299985554,3
17.460609999865504,-91.4319870003844,3
17.46572600007032,-97.28199600024006,3
17.46588300035453,-97.2815269997117,3
17.517215000077577,-99.48218900017785,3
17.529946999691877,-97.34480799973964,3
17.556115000328216,-92.98717599977982,3
17.568896999624023,-92.95659199983751,3
17.599938999944417,-99.51921999960685,3
17.608438999922797,-98.00791499990623,3
17.608554000420106,-98.00788200029426,3
17.6099729997157,-98.00730300016103,3
17.636764000315562,-101.49575799966473,3
17.652258999648012,-93.48637800029202,3
17.662020000072445,-93.48123599958826,3
17.66866500024664,-93.47974000011132,3
17.695062000380965,-99.53680300044569,3
17.72199099998279,-101.60159500014004,3
17.728049999625767,-101.60713100013079,3
17.737406999816397,-91.93641000034472,3
17.740125999921904,-101.62747199957178,4
17.773600000011704,-91.82868400003208,3
17.77932400026569,-101.67790700030699,3
17.78010700025557,-97.78940400037989,3
17.813265000034917,-97.76169000009105,3
17.814263999659058,-97.78838000000773,3
17.819684000426598,-97.7602709997087,3
17.83500900006583,-97.78942600012121,3
17.88596300004941,-94.95824800016719,4
17.906428000019442,-92.92279500011006,3
17.908461999716934,-93.36864600020284,3
17.920045000241995,-93.36730999966116,3
17.941652000426355,-91.73407699972199,3
17.951545999673492,-94.89483300024496,3
17.95543899967699,-101.86572599993598,3
17.960982000148793,-92.9158339998892,3
17.964610999699925,-92.9151090001661,3
17.968423999816704,-101.88610699955996,3
17.968478999794527,-92.91794600020759,3
17.968984999641687,-92.91625999986155,3
17.975901000211547,-102.18910700036518,3
17.987570000007747,-92.96706799996731,3
17.99811999971366,-102.16965399995556,3
17.998611000116334,-93.5476059995528,3
17.999043999683355,-92.90109899986079,3
17.99912500004074,-93.28683200038036,3
17.999158999863244,-93.25331400031217,3
17.999328000140085,-93.37444800033236,4
18.003134999631264,-94.59485399960423,4
18.003179999929486,-101.96350800039639,4
18.016246999717968,-102.27649599963816,3
18.018423000391714,-94.54201100007126,4
18.01909799977429,-92.90964000012251,4
18.029891000026893,-93.36568299976466,3
18.03492599992603,-96.15812999969992,3
18.03958899994012,-96.16347300024515,3
18.046779999879735,-94.0722460000039,3
18.05031099994063,-96.15572399965366,3
18.053117999727945,-94.13938900027041,3
18.053841999976093,-94.13932399997307,3
18.061597000239765,-92.88418899976479,3
18.068151999591468,-94.2524909998419,3
18.072267000317893,-96.40655300004725,3
